id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt;
929551,16000,16000,16000, 60 months,14.49,376.37,C,Formen,10+ years,MORTGAGE,70000,Source Verified,42644,credit_card,MT,14.73,0,34881,1,7,0,5418,61.6,15,0,5344.908036;
929552,12000,12000,12000, 60 months,13.49,276.06,C,retail associate,10+ years,MORTGAGE,85000,Not Verified,42644,debt_consolidation,IL,13.88,2,38991,1,5,0,256,6.7,15,0,7529.425599;
929553,16000,16000,16000, 60 months,10.49,343.83,B,Site Acquistion Specialist,1 year,MORTGAGE,75000,Verified,42644,credit_card,NY,12.39,0,37561,0,11,0,25123,53.2,22,0,32192.5563;
929554,10000,10000,10000, 60 months,10.99,217.38,B,Valuation Director,3 years,OWN,142000,Source Verified,42644,credit_card,TX,13.12,0,38139,0,10,0,16077,44,25,0,6571.696254;
929555,40000,40000,40000, 60 months,14.49,940.93,C,Program Manager,8 years,MORTGAGE,140000,Verified,42644,debt_consolidation,FL,9.78,2,35612,0,18,0,50088,35.4,37,0,21676.71967;
929556,35000,35000,35000, 60 months,13.49,805.17,C,Sr. Software Engineer,1 year,OWN,170000,Source Verified,42644,debt_consolidation,HI,17.97,0,40452,1,15,0,18288,22.5,22,0,6636.277002;
929557,36750,36750,36750, 60 months,10.99,798.86,B,Supervisor ,10+ years,MORTGAGE,51000,Verified,42644,credit_card,WA,12.18,0,27150,0,6,1,3740,45,19,0,4542.042793;
929558,19000,19000,19000, 60 months,14.49,446.94,C,Investigator II,10+ years,MORTGAGE,52000,Verified,42644,debt_consolidation,CO,36.03,0,37288,0,21,0,28429,69.2,37,0,19997.49424;
929559,20000,20000,20000, 60 months,13.49,460.1,C,Plumber,8 years,RENT,60000,Not Verified,42644,debt_consolidation,CA,18.17,0,35370,0,15,0,30073,50.5,33,0,28676.28168;
929560,25000,25000,25000, 60 months,8.99,518.84,B,Senior Tax Professional I,10+ years,MORTGAGE,80250,Not Verified,42644,debt_consolidation,CA,7.63,0,37742,0,4,0,13996,75.2,9,0,12192.97902;
929561,12500,12500,12500, 60 months,13.49,287.56,C,Driver,10+ years,RENT,75000,Source Verified,42644,credit_card,IN,33.97,0,32203,0,7,0,4198,59.1,23,0,2201.246553;
929562,35000,35000,35000, 60 months,10.49,752.12,B,QA Manager,2 years,MORTGAGE,130000,Verified,42644,debt_consolidation,TX,5.94,0,33909,0,15,0,24496,19.9,26,0,38208.57292;
929563,13000,13000,13000, 60 months,15.59,313.31,C,Sales,2 years,MORTGAGE,150000,Verified,42644,debt_consolidation,CA,11.9,0,33147,0,11,1,8353,40.9,34,0,15418.53;
929564,15550,15550,15550, 60 months,12.79,352.15,C,Asst. produce manager,10+ years,RENT,54000,Not Verified,42644,debt_consolidation,UT,36.05,0,37073,3,11,1,1590,72.3,47,0,7223.96;
929565,25000,25000,25000, 60 months,14.49,588.08,C,Driver,10+ years,MORTGAGE,82500,Not Verified,42644,debt_consolidation,CA,25.81,1,37865,0,12,0,17733,65,27,0,31794.31309;
929566,18850,18850,18850, 60 months,15.59,454.3,C,Maintenance Mechanic,4 years,RENT,53300,Verified,42644,debt_consolidation,AZ,34.76,0,35034,0,24,0,18016,51.9,35,0,11068.92061;
929567,10000,10000,10000, 60 months,13.99,232.64,C,Bus operator,10+ years,RENT,58000,Not Verified,42644,debt_consolidation,NC,36.29,0,38749,0,21,0,33403,92.8,50,0,9203.23;
929568,25000,25000,25000, 60 months,15.59,602.52,C,Lieutenant,10+ years,MORTGAGE,70000,Not Verified,42644,debt_consolidation,CA,30.93,0,36251,0,16,1,13942,50.7,35,0,10620.76098;
929569,14000,14000,14000, 60 months,13.99,325.69,C,Engineer Tech 4 ,10+ years,MORTGAGE,70000,Not Verified,42644,debt_consolidation,AZ,31.99,0,33086,0,19,0,41332,43.1,43,0,14299.62;
929570,36000,36000,36000, 60 months,13.99,837.48,C,Sales Manager,10+ years,MORTGAGE,120000,Not Verified,42644,home_improvement,MT,36.64,1,34943,1,13,0,9851,57.3,35,0,12287.83823;
929571,20000,20000,20000, 60 months,10.99,434.75,B,RN,6 years,MORTGAGE,67000,Not Verified,42644,other,NY,27.06,0,33329,0,7,0,3191,38,30,0,4380.828374;
929572,32000,32000,32000, 60 months,12.79,724.67,C,Nurse Anesthetist  CRNA,10+ years,MORTGAGE,201000,Verified,42644,small_business,FL,7.06,0,34700,2,11,2,9483,37,17,0,16760.05649;
929573,12000,12000,12000, 60 months,12.79,271.75,C,Community Relations/Exec Assistant,1 year,OWN,60000,Verified,42644,debt_consolidation,NH,23.24,0,36220,0,7,0,10845,42.4,20,0,16722.74637;
929574,35000,35000,35000, 60 months,15.59,843.53,C,Global Sales Executive,7 years,MORTGAGE,90000,Source Verified,42644,credit_card,NC,3.14,0,30560,0,21,0,34365,41.1,43,0,30146.77;
929575,12800,12800,12800, 60 months,15.59,308.49,C,Dispatcher,5 years,RENT,40000,Verified,42644,debt_consolidation,VA,21.19,0,34608,1,8,0,11658,69.8,28,0,15729.56;
929576,27950,27950,27925, 60 months,13.99,650.21,C,sales manager,10+ years,RENT,71000,Verified,42644,debt_consolidation,CA,16.03,1,31868,0,20,0,28535,29.2,29,0,33105.67797;
929577,20000,20000,20000, 60 months,10.99,434.75,B,Senior Scienrist,10+ years,MORTGAGE,150000,Not Verified,42644,home_improvement,GA,25.03,0,37012,0,5,0,1878,19.4,18,0,13310.05217;
929578,20000,20000,20000, 60 months,15.59,482.02,C,VP ITSM Change Management,8 years,MORTGAGE,110000,Source Verified,42644,debt_consolidation,TX,18.15,0,34851,0,20,0,5144,3.8,37,0,16246.49869;
929579,11200,11200,11200, 60 months,9.49,235.17,B,Laboratory Technician,10+ years,RENT,46109,Verified,42644,major_purchase,NY,16.97,0,38899,0,8,0,7058,43,9,0,15311.19002;
929580,20000,20000,20000, 60 months,10.49,429.78,B,Policy Analyst,3 years,MORTGAGE,110000,Not Verified,42644,debt_consolidation,NV,23.13,0,38443,0,8,0,656,3.4,13,0,11169.89154;
929581,25000,25000,25000, 60 months,8.99,518.84,B,Industrial Electrician ,10+ years,MORTGAGE,115000,Not Verified,42644,debt_consolidation,NY,38.57,0,38231,1,19,0,13863,57.5,33,0,15191.45;
929582,29925,29925,29925, 60 months,12.79,677.68,C,,n/a,MORTGAGE,59865,Not Verified,42644,debt_consolidation,UT,9.29,1,33420,0,9,1,15349,43,33,0,29323.05;
929583,20000,20000,20000, 60 months,9.49,419.94,B,Shipping/Receiving Manager,10+ years,RENT,62000,Not Verified,42644,debt_consolidation,CA,17.13,0,39203,0,7,0,12303,43.3,11,0,13875.0548;
929584,21600,21600,21600, 60 months,10.49,464.17,B,Terminal Manager,3 years,MORTGAGE,72500,Not Verified,42644,debt_consolidation,TX,14.42,0,35004,0,6,0,36533,76,22,0,31008.05301;
929585,24000,24000,24000, 60 months,12.79,543.5,C,owner,5 years,RENT,62000,Not Verified,42644,debt_consolidation,WI,13.91,0,38078,0,10,0,12229,42.5,20,0,26590.97062;
929586,19250,19250,19250, 36 months,15.59,672.89,C,Labour,6 years,OWN,56000,Source Verified,42644,credit_card,HI,19.92,0,32082,0,5,0,44315,66.1,10,0,41224.0406;
929587,16100,16100,16100, 60 months,9.49,338.06,B,Auto appraiser,1 year,MORTGAGE,70000,Source Verified,42644,home_improvement,IL,17.26,0,39783,1,12,0,7508,48.8,14,0,9743.738492;
929588,12000,12000,12000, 60 months,11.49,263.86,B,Client Support Specialist,10+ years,RENT,80000,Verified,42644,other,OH,9.5,0,39814,0,6,0,3006,45.5,8,0,5622.48652;
929589,35000,35000,35000, 60 months,10.99,760.82,B,,n/a,MORTGAGE,93500,Verified,42644,debt_consolidation,TX,10.08,0,38808,0,5,0,7336,54.7,9,0,39838.33002;
929590,4500,4500,4500, 36 months,14.49,154.88,C,IT Solutions Architect II,10+ years,MORTGAGE,120000,Verified,42644,home_improvement,AZ,12.05,0,37043,0,17,0,14381,54.5,29,0,15446.39737;
929591,25000,25000,25000, 60 months,9.49,524.93,B,Training Manager,1 year,MORTGAGE,75000,Source Verified,42644,other,NY,16.49,0,39264,1,12,0,5473,39.1,17,0,3449.59;
929592,35000,35000,35000, 60 months,12.79,792.61,C,Analyst,2 years,MORTGAGE,160000,Verified,42644,debt_consolidation,CA,29.18,0,34213,1,7,0,53153,57,18,0,21667.84967;
929593,4500,4500,4500, 36 months,8.59,142.25,A,Foster care worker ,1 year,MORTGAGE,30000,Verified,42644,debt_consolidation,AZ,20.1,0,38200,0,14,0,24626,78.9,23,0,38609.87976;
929594,12000,12000,12000, 60 months,13.49,276.06,C,Manager,6 years,MORTGAGE,40500,Not Verified,42644,debt_consolidation,TX,32.21,0,37712,0,25,0,25943,70.7,35,0,29994.25;
929595,18000,18000,18000, 60 months,8.99,373.57,B,Millworker,10+ years,MORTGAGE,110000,Source Verified,42644,home_improvement,FL,1.75,0,37500,0,6,0,3673,18,17,0,8592.173173;
929596,24000,24000,24000, 60 months,13.49,552.12,C,Group enviromental Manager,10+ years,MORTGAGE,145000,Not Verified,42644,credit_card,NJ,12.27,0,33909,1,24,0,27554,33.1,56,0,28460.64657;
929597,16000,16000,16000, 60 months,13.99,372.21,C,Sourcer/Researcher Consultant,2 years,RENT,50000,Source Verified,42644,debt_consolidation,IL,11.44,1,38018,0,14,0,25834,58.2,41,0,22927.33729;
929598,14400,14400,14400, 60 months,10.99,313.02,B,Safety Director,1 year,OWN,49400,Source Verified,42644,debt_consolidation,CT,24.17,1,33208,1,12,0,105317,64.4,34,0,37140.40457;
929599,25000,25000,25000, 60 months,9.49,524.93,B,Boiler operator,6 years,MORTGAGE,75000,Not Verified,42644,debt_consolidation,MD,11.33,0,30956,1,20,0,18456,73.5,38,0,25466.02346;
929600,21000,21000,21000, 60 months,14.49,493.99,C,Cad drafter,< 1 year,RENT,48000,Source Verified,42644,debt_consolidation,NY,14.76,0,39479,0,9,0,5065,76.7,14,0,6089.055601;
929601,24000,24000,24000, 60 months,11.49,527.71,B,Project Manager,4 years,MORTGAGE,95000,Verified,42644,home_improvement,CA,8.15,0,36008,1,19,0,1621,1.4,41,0,26115.62;
929602,5000,5000,5000, 36 months,21.49,189.64,D,Customer Service,2 years,RENT,43000,Verified,42644,debt_consolidation,CA,21.7,1,37530,1,27,0,7333,13.2,34,0,8105.73;
929603,2000,2000,2000, 36 months,8.99,63.6,B,Supervisor ,10+ years,MORTGAGE,75000,Not Verified,42644,debt_consolidation,MD,28.8,0,37043,0,10,0,11088,68.9,25,0,40189.40006;
929604,20000,20000,20000, 60 months,8.99,415.08,B,Owner,10+ years,MORTGAGE,120000,Not Verified,42644,debt_consolidation,CO,17.04,0,33451,0,8,0,46406,93.6,23,0,45778.86621;
929605,26000,26000,26000, 60 months,13.99,604.84,C,Office Coordinator,4 years,MORTGAGE,85000,Not Verified,42644,debt_consolidation,CA,34.04,0,40787,0,4,0,4821,48.2,5,0,2425.084311;
929606,10000,10000,10000, 60 months,15.59,241.01,C,Outside Sales,3 years,RENT,48000,Source Verified,42644,debt_consolidation,FL,21.7,0,37408,0,26,0,14698,68.4,29,0,10562.27985;
929607,16000,16000,16000, 60 months,12.79,362.34,C,,n/a,OWN,105000,Source Verified,42644,debt_consolidation,CA,11.39,0,36100,0,11,0,9049,36.6,33,0,38178.74;
929608,19200,19200,19200, 60 months,12.79,434.8,C,personal investor,2 years,OWN,131209,Not Verified,42644,credit_card,CA,20.46,0,37288,1,11,1,4464,48.5,24,0,13608.15231;
929609,30000,30000,30000, 60 months,14.49,705.7,C,AP Manager,1 year,MORTGAGE,87000,Source Verified,42644,debt_consolidation,OH,10.83,1,37469,0,10,0,19323,40,21,0,26599.88171;
929610,24000,24000,24000, 60 months,9.49,503.93,B,Hand Former,10+ years,MORTGAGE,85500,Not Verified,42644,debt_consolidation,FL,18.01,0,37622,1,16,0,9811,38,31,0,8290.740973;
929611,20000,20000,20000, 60 months,13.49,460.1,C,Maintenance Technician,4 years,RENT,55000,Not Verified,42644,credit_card,CA,7.5,1,36069,0,4,0,7301,86.9,22,0,3668.510466;
929612,11200,11200,11200, 60 months,13.99,260.55,C,Supervisor ,10+ years,MORTGAGE,46000,Verified,42644,debt_consolidation,NJ,31.33,0,37926,0,15,0,13956,48.5,23,0,11860.11571;
929613,24000,24000,24000, 60 months,13.99,558.32,C,OR TECH ,9 years,OWN,70000,Not Verified,42644,debt_consolidation,HI,12.27,1,36404,1,8,0,4526,66.6,19,0,14726.03739;
929614,22400,22400,22400, 60 months,13.49,515.31,C,driver,10+ years,MORTGAGE,119000,Not Verified,42644,debt_consolidation,AZ,7.87,0,39326,1,5,0,8664,84.1,11,0,11299.1283;
929615,40000,40000,39925, 60 months,13.49,920.19,C,Director of Distribution,10+ years,MORTGAGE,200000,Verified,42644,credit_card,HI,22.08,0,36434,0,10,0,22047,52.5,28,0,4436.20385;
929616,30000,30000,30000, 60 months,10.49,644.67,B,Service technician,10+ years,MORTGAGE,65000,Source Verified,42644,debt_consolidation,ND,23.52,0,39052,1,13,0,19598,67.3,22,0,17540.76352;
929617,25000,25000,25000, 60 months,8.99,518.84,B,owner,10+ years,MORTGAGE,140000,Not Verified,42644,debt_consolidation,GA,29.83,0,38353,1,11,1,9539,61.9,22,0,8843.541993;
929618,24750,24750,24750, 60 months,10.49,531.86,B,Supervisor,10+ years,MORTGAGE,55000,Verified,42644,debt_consolidation,FL,19.89,0,39508,0,7,0,14514,72.6,9,0,14972.15599;
929619,24000,24000,24000, 60 months,11.49,527.71,B,System Analyst,2 years,MORTGAGE,101000,Not Verified,42644,debt_consolidation,TX,24.38,0,39448,0,7,0,3736,32.8,11,0,12057.65;
929620,20000,20000,20000, 60 months,15.59,482.02,C,Technical Resource Manager,7 years,MORTGAGE,91000,Verified,42644,home_improvement,SC,27.37,0,37073,0,9,0,32334,89.1,32,0,16649.71001;
929621,16000,16000,16000, 60 months,13.99,372.21,C,Pilot,3 years,RENT,153000,Not Verified,42644,credit_card,HI,8.49,0,40725,1,10,0,3088,15,12,0,5977.494163;
929622,19400,19400,19400, 60 months,14.49,456.35,C,Clinical Applications Specialist,< 1 year,RENT,78000,Source Verified,42644,credit_card,NY,2.83,0,27760,0,9,0,21676,54.5,18,0,30357.09522;
929623,20000,20000,20000, 60 months,15.59,482.02,C,Registered Nurse,9 years,MORTGAGE,177000,Verified,42644,debt_consolidation,IL,18.7,0,39753,1,6,0,5601,77.8,9,0,10395.23988;
929624,32000,32000,32000, 60 months,13.99,744.42,C,Assistant Director,10+ years,MORTGAGE,125000,Source Verified,42644,debt_consolidation,CA,20.59,0,33970,0,15,0,8728,44.1,23,0,13684.97532;
929625,38000,38000,38000, 60 months,13.49,874.18,C,Area Director,10+ years,MORTGAGE,120000,Source Verified,42644,other,NY,17.5,0,38749,0,9,0,6756,100.8,11,0,7539.373377;
929626,16000,16000,16000, 60 months,10.99,347.8,B,sanitation worker,10+ years,MORTGAGE,120000,Not Verified,42644,vacation,CA,4.95,0,33909,0,6,1,5367,14,23,0,9906.045737;
929627,11200,11200,11200, 60 months,13.49,257.66,C,Sr. Photo Producer,5 years,RENT,86000,Source Verified,42644,credit_card,WI,12.22,0,39114,3,10,1,8243,66,25,0,22023.89489;
929628,32000,32000,31950, 60 months,14.49,752.74,C,Manager,10+ years,MORTGAGE,98000,Verified,42644,credit_card,OH,26.33,0,40909,1,7,0,13623,96.6,7,0,18234.00155;
929629,36000,36000,36000, 60 months,10.99,782.55,B,Group Operations Manager,10+ years,OWN,101000,Source Verified,42644,debt_consolidation,TX,29.47,0,32994,0,15,0,59694,65,37,0,29510.38;
929630,22000,22000,22000, 60 months,13.99,511.79,C,,n/a,RENT,93600,Not Verified,42644,credit_card,CA,8.97,0,36008,0,8,0,13730,68.3,14,0,19456.85;
929631,40000,40000,39975, 60 months,15.59,964.03,C,Sr. Project Manager,< 1 year,MORTGAGE,220000,Verified,42644,home_improvement,NV,17.87,0,39264,0,16,0,21826,26.8,28,0,21242.4921;
929632,30000,30000,30000, 60 months,9.49,629.91,B,,n/a,MORTGAGE,110000,Verified,42644,debt_consolidation,FL,17.28,0,37895,0,11,0,12219,84.9,20,0,25276.54503;
929633,30000,30000,30000, 60 months,13.99,697.9,C,Fire Lieutenant ,10+ years,RENT,107000,Verified,42644,debt_consolidation,UT,14.27,0,36800,0,7,0,4932,86.5,20,0,5241.68;
929634,24000,24000,24000, 60 months,12.79,543.5,C,TMSG,10+ years,RENT,63000,Verified,42644,debt_consolidation,OH,13.56,0,38047,2,12,0,12664,75.4,34,0,25150.25607;
929635,36400,36400,36400, 60 months,14.49,856.24,C,,5 years,RENT,95000,Verified,42644,home_improvement,IL,12.99,0,38961,1,11,0,4782,33.2,19,0,35628.44296;
929636,15000,15000,15000, 36 months,10.49,487.47,B,Billing clerk,8 years,MORTGAGE,60000,Not Verified,42644,debt_consolidation,WA,16.28,1,39600,0,9,0,9284,54,18,0,7422.86;
929637,28000,28000,28000, 60 months,8.99,581.1,B,Purchasing Manager,2 years,MORTGAGE,97000,Not Verified,42644,debt_consolidation,CT,23.88,1,32509,0,8,0,44542,85.7,30,0,18590.65774;
929638,23800,23800,23800, 60 months,14.49,559.85,C,Exec Dir Internal Audit,10+ years,MORTGAGE,119000,Not Verified,42644,debt_consolidation,AR,17.6,4,34851,4,14,0,1679,41,37,0,5370.7004;
929639,18000,18000,18000, 60 months,9.49,377.95,B,,5 years,OWN,130000,Not Verified,42644,debt_consolidation,OH,8.73,0,34608,1,5,1,2798,23,8,0,12139.09339;
929640,40000,40000,40000, 60 months,10.49,859.56,B,Financial Advisor,5 years,MORTGAGE,150000,Verified,42644,credit_card,TX,23.93,1,37681,1,18,0,22772,68.6,42,0,20550.4;
929641,32000,32000,32000, 60 months,14.49,752.74,C,Sales Manager,3 years,MORTGAGE,157000,Source Verified,42644,debt_consolidation,CA,16.38,0,37803,1,11,0,15428,37.7,15,0,14166.26399;
929642,29400,29400,29400, 60 months,13.99,683.94,C,Chief Operating Officer,9 years,MORTGAGE,180792,Not Verified,42644,debt_consolidation,TX,28.84,0,34547,3,22,0,29077,80,49,0,28063.3592;
929643,16000,16000,16000, 60 months,12.79,362.34,C,Manager,10+ years,RENT,150000,Not Verified,42644,debt_consolidation,MD,24.46,0,35004,0,11,0,145364,75.3,16,0,10925.51513;
929644,24000,24000,24000, 60 months,10.49,515.74,B,Current Operations Officer,4 years,OWN,125000,Not Verified,42644,debt_consolidation,NC,18.11,1,37347,2,9,1,3376,29.1,24,0,1209.47718;
929645,24000,24000,24000, 60 months,12.79,543.5,C,Unit Operator,7 years,MORTGAGE,95000,Source Verified,42644,other,OH,22.96,0,38565,2,7,1,3753,76.6,49,0,17382.2005;
929646,24000,24000,24000, 60 months,10.49,515.74,B,Database Administrator,10+ years,MORTGAGE,108000,Not Verified,42644,credit_card,CO,20.44,0,37742,0,13,0,14704,17,23,0,10478.19;
929647,40000,40000,40000, 60 months,10.49,859.56,B,Vice President ,9 years,MORTGAGE,227000,Verified,42644,debt_consolidation,MI,25.81,0,34121,0,9,0,15819,52.4,39,0,45138.34952;
929648,24000,24000,24000, 60 months,14.49,564.56,C,Program Manager,6 years,RENT,110000,Not Verified,42644,debt_consolidation,CT,27.86,0,32356,0,10,0,55140,91.9,21,0,5672.864261;
929649,14000,14000,14000, 60 months,14.49,329.33,C,Customer Service Technician,10+ years,MORTGAGE,95000,Verified,42644,debt_consolidation,TN,25.38,0,34943,1,13,1,7402,55,29,0,17291.43548;
929650,24700,24700,24700, 36 months,11.99,820.28,C,Engineer,10+ years,MORTGAGE,65000,Not Verified,42339,debt_consolidation,TX,0.87,0,39692,1,8,0,2980,16.7,11,0,21516.29539;
929651,35000,35000,35000, 60 months,12.88,794.21,C,Lieutenant ,7 years,MORTGAGE,106000,Source Verified,42339,credit_card,TX,28.85,0,35278,1,12,0,9397,80.7,17,0,11372.52733;
929652,20000,20000,20000, 60 months,13.99,465.27,C,Facilities Coordinator,10+ years,OWN,70000,Source Verified,42339,credit_card,IL,21.66,0,32203,0,12,0,54949,68.6,19,0,21697.41005;
929653,20000,20000,20000, 36 months,12.88,672.73,C,President,10+ years,MORTGAGE,145000,Not Verified,42339,debt_consolidation,TX,14.93,0,35674,0,11,0,5739,26.3,18,0,14854.30287;
929654,14025,14025,14025, 60 months,18.49,359.9,D,accts payable,10+ years,MORTGAGE,39000,Verified,42339,debt_consolidation,PA,23.5,0,35947,0,7,0,0,0,27,0,9218.763906;
929655,16000,16000,16000, 60 months,8.49,328.19,B,Supervisor,5 years,MORTGAGE,62000,Source Verified,42339,debt_consolidation,KS,4.43,0,37865,0,5,1,4047,56.2,19,0,16171.69;
929656,17475,17475,17475, 36 months,13.99,597.17,C,Software Testing Analyst,2 years,RENT,39750,Not Verified,42339,credit_card,OR,28.4,0,34943,0,25,0,17353,37.4,46,0,19196.36603;
929657,33600,33600,33600, 36 months,10.78,1096.53,B,Aviation Safety Inspector,8 years,RENT,104000,Source Verified,42339,debt_consolidation,AZ,25.42,1,34759,2,8,0,7124,38.7,19,0,12058.50628;
929658,10400,10400,10400, 60 months,22.45,289.91,F,Contract Specialist,3 years,MORTGAGE,104433,Source Verified,42339,medical,CA,18.49,0,37347,1,14,0,30717,88.5,29,0,30112.16536;
929659,20000,20000,20000, 60 months,10.78,432.66,B,truck driver,10+ years,MORTGAGE,63000,Not Verified,42339,debt_consolidation,WV,19.98,1,31199,0,23,0,23816,34.1,70,0,23519.57581;
929660,3600,3600,3600, 36 months,13.99,123.03,C,leadman,10+ years,MORTGAGE,55000,Not Verified,42339,credit_card,NC,10.13,0,31837,0,9,0,12758,64.4,16,0,10986.03222;
929661,35000,35000,35000, 60 months,14.85,829.9,C,Information Systems Officer,10+ years,MORTGAGE,110000,Source Verified,42339,credit_card,OH,12.06,0,34973,1,7,0,29238,58.7,28,0,18095.20268;
929662,17925,17925,17925, 60 months,17.27,448.09,D,IT Help Desk Support ,10+ years,OWN,39000,Source Verified,42339,credit_card,NY,19.87,0,36982,0,12,0,10056,23.3,18,0,15361.6;
929663,9000,9000,9000, 36 months,8.49,284.07,B,Office Manager,8 years,MORTGAGE,47000,Not Verified,42339,credit_card,FL,15.58,0,38596,0,10,0,17670,53.1,12,0,9045.090777;
929664,11550,11550,11550, 60 months,16.59,284.51,D,general manager,5 years,RENT,38000,Not Verified,42339,credit_card,CA,32.67,0,32417,0,21,0,299757,65.3,26,0,32224.34003;
929665,12000,12000,12000, 60 months,9.8,253.79,B,Teacher,10+ years,MORTGAGE,65000,Not Verified,42339,other,CA,25.71,0,26390,1,18,0,65764,86.8,33,0,2259.926867;
929666,10000,10000,10000, 36 months,7.91,312.95,A,Teacher,2 years,RENT,40100,Not Verified,42339,credit_card,NY,26.15,1,35490,0,16,0,33760,92.2,31,0,38310.41337;
929667,28000,28000,28000, 60 months,14.85,663.92,C,Division General Manager,2 years,MORTGAGE,85000,Not Verified,42339,home_improvement,FL,19.2,0,37803,0,14,0,16840,48.1,27,0,39116.98;
